時間,洋蔥,香蕉,鳳梨,蒜頭,青梅,木瓜,柳橙,椪柑,蓮霧,棗子,新興梨,檸檬,芒果,水梨,番石榴,文旦,甜柿,桶柑,紅龍果,甘藍,結球白菜,茂谷柑,西瓜
2017-09-17,-,8.8,-,-,-,28.33,-,-,-,-,-,20.75,-,-,44.33,77,-,-,31.25,-,-,-,-
2017-09-18,-,11,-,-,-,29,-,-,-,-,-,22,-,-,47,77.4,-,-,-,-,-,-,-
2017-09-19,-,8,-,-,-,29.25,-,-,-,-,-,21.25,-,-,41.67,77.2,-,-,25.45,-,-,-,-
2017-09-20,-,8.4,-,-,-,28.25,-,-,-,-,-,22.75,-,-,40.67,78.2,-,-,26.35,-,-,-,-
2017-09-21,-,8.4,-,-,-,28.75,-,-,-,-,-,22.75,-,-,41.67,78.4,-,-,28,-,-,-,-
2017-09-22,-,8.4,-,-,-,28.75,-,-,-,-,-,22.25,-,-,42,78.2,-,-,28.33,-,-,-,-
2017-09-23,-,7.4,-,-,-,29.75,-,-,-,-,-,21.75,-,-,40.33,77,-,-,29,-,-,-,-
2017-09-24,-,7.4,-,-,-,29,-,-,-,-,-,22,-,-,38.33,75.6,-,-,29,-,-,-,-
2017-09-25,-,8,-,-,-,30,-,-,-,-,-,21,-,-,43,75,-,-,30,-,-,-,-
2017-09-26,-,7,-,-,-,29.75,-,-,-,-,-,22,-,-,38.23,74,-,-,36.67,-,-,-,-
2017-09-27,-,7.2,-,-,-,28.75,-,-,-,-,-,23.5,-,-,36.67,72.4,-,-,31.75,-,-,-,-
2017-09-28,-,6.8,-,-,-,27.5,-,-,-,-,-,23,-,-,35.33,65,-,-,32,-,-,-,-
2017-09-29,-,5.8,-,-,-,27.25,-,-,-,-,-,23.75,-,-,35.33,60,-,-,30.65,-,-,-,-
2017-09-30,-,5.6,-,-,-,27.25,-,-,-,-,-,25.5,-,-,34.33,56,-,-,31.75,-,-,-,-
2017-10-01,-,5.6,-,-,-,26,-,-,-,-,-,-,-,-,34.17,-,-,-,-,-,-,-,-
2017-10-02,-,5,-,-,-,27,-,-,-,-,-,-,-,-,35,-,-,-,-,-,-,-,-
2017-10-03,-,5.2,-,-,-,27.25,-,-,-,-,-,-,-,-,33,-,-,-,-,-,-,-,-
2017-10-04,-,6,-,-,-,26.67,-,-,-,-,-,-,-,-,32,-,-,-,-,-,-,-,-
2017-10-05,-,6.4,-,-,-,28,-,-,-,-,-,-,-,-,38,-,-,-,-,-,-,-,-
2017-10-06,-,6.25,-,-,-,26.5,-,-,-,-,-,-,-,-,38,-,-,-,-,-,-,-,-
2017-10-07,-,6.2,-,-,-,25,-,-,-,-,-,-,-,-,29.33,-,-,-,-,-,-,-,-
2017-10-08,-,6.2,-,-,-,21.33,-,-,-,-,-,-,-,-,24.33,-,-,-,-,-,-,-,-
2017-10-09,-,7,-,-,-,27,-,-,-,-,-,-,-,-,28,-,-,-,-,-,-,-,-
2017-10-10,-,7,-,-,-,20,-,32.25,-,-,-,-,-,-,24.33,-,-,-,-,-,-,-,-
2017-10-11,-,7,-,-,-,20,-,30,-,-,-,-,-,-,24.67,-,-,-,-,-,-,-,-
2017-10-12,-,7,-,-,-,17.75,-,38,-,-,-,-,-,-,25,-,-,-,-,-,-,-,-
2017-10-13,-,7.2,-,-,-,16.25,-,33.9,-,-,-,-,-,-,24.67,-,-,-,-,-,-,-,-
2017-10-14,-,7.2,-,-,-,17,-,33.15,-,-,-,-,-,-,23.67,-,-,-,-,-,-,-,-
2017-10-15,-,7.4,-,-,-,16.33,-,38,-,-,-,-,-,-,27,-,-,-,-,-,-,-,-
2017-10-16,-,7,-,-,-,18,-,-,-,-,-,-,-,-,29,-,-,-,-,-,-,-,-
2017-10-17,-,6.8,-,-,-,20.5,-,32.05,-,-,-,-,-,-,34,-,-,-,-,-,-,-,-
2017-10-18,-,7.6,-,-,-,19.5,-,33.7,-,-,-,-,-,-,34,-,-,-,-,-,-,-,-
2017-10-19,-,7.6,-,-,-,18.5,-,32.75,-,-,-,-,-,-,31.67,-,-,-,-,-,-,-,-
2017-10-20,-,7.6,-,-,-,18.5,-,28.7,-,-,-,-,-,-,33,-,-,-,-,-,-,-,-
2017-10-21,-,7.8,-,-,-,18,-,27.95,-,-,-,-,-,-,36,-,-,-,-,-,-,-,-
2017-10-22,-,7.8,-,-,-,19,-,26.05,-,-,-,-,-,-,38.33,-,-,-,-,-,-,-,-
2017-10-23,-,7,-,-,-,20.5,-,25,-,-,-,-,-,-,36,-,-,-,-,-,-,-,-
2017-10-24,-,8.8,-,-,-,21,-,24.15,-,-,-,-,-,-,40,-,-,-,-,-,-,-,-
2017-10-25,-,9.6,-,-,-,21.75,-,25,-,-,-,-,-,-,42.33,-,-,-,-,-,-,-,-
2017-10-26,-,10.4,-,-,-,22.75,-,22.75,-,-,-,-,-,-,45,-,-,-,-,-,-,-,-
2017-10-27,-,10.6,-,-,-,23.5,-,23.5,-,-,-,-,-,-,47,-,-,-,-,-,-,-,-
2017-10-28,-,13.8,-,-,-,26.75,-,24.95,-,-,-,-,-,-,48.67,-,-,-,-,-,-,-,-
2017-10-29,-,14,-,-,-,27,-,26.8,-,-,-,-,-,-,50.33,-,-,-,-,-,-,-,-
2017-10-30,-,15.5,-,-,-,28.5,-,26,-,-,-,-,-,-,56,-,-,-,-,-,-,-,-
2017-10-31,-,18,-,-,-,30.25,-,26.7,-,-,-,-,-,-,51.33,-,-,-,-,-,-,-,-
2017-11-01,-,19.2,-,-,-,-,24.6,31.46,-,-,-,-,-,-,53,-,-,-,-,-,13.72,-,-
2017-11-02,-,20.4,-,-,-,-,25.2,31.38,-,-,-,-,-,-,55,-,-,-,-,9.4,15.45,-,-
2017-11-03,-,21.2,-,-,-,-,24.25,30.92,-,-,-,-,-,-,54.67,-,-,-,-,11.98,19.79,-,-
2017-11-04,-,22.4,-,-,-,-,24.5,30.32,-,-,-,-,-,-,56.33,-,-,-,-,14.88,20.71,-,-
2017-11-05,-,23.2,-,-,-,-,23.7,30.73,-,-,-,-,-,-,52.33,-,-,-,-,10.58,19.06,-,-
2017-11-06,-,24,-,-,-,-,21.5,32,-,-,-,-,-,-,52,-,-,-,-,-,-,-,-
2017-11-07,-,21,-,-,-,-,24.95,29.84,-,-,-,-,-,-,50.67,-,-,-,-,12.4,16.11,-,-
2017-11-08,-,21.4,-,-,-,-,24.4,28.18,-,-,-,-,-,-,48.67,-,-,-,-,12,12.3,-,-
2017-11-09,-,19.4,-,-,-,-,23,26.62,-,-,-,-,-,-,48.33,-,-,-,-,18.43,13.24,-,-
2017-11-10,-,18.2,-,-,-,-,22.33,28.02,-,-,-,-,-,-,46.33,-,-,-,-,14.2,12,-,-
2017-11-11,-,17.2,-,-,-,-,23.67,28.42,-,-,-,-,-,-,47,-,-,-,-,10.7,10.47,-,-
2017-11-12,-,16.8,-,-,-,-,23,26.83,-,-,-,-,-,-,46.33,-,-,-,-,14.11,10.79,-,-
2017-11-13,-,16,-,-,-,-,23.67,30.33,-,-,-,-,-,-,45,-,-,-,-,-,-,-,-
2017-11-14,-,14.8,-,-,-,-,22.5,28.4,-,-,-,-,-,-,43.17,-,-,-,-,16.97,11.83,-,-
2017-11-15,-,13.8,-,-,-,-,22.5,27.9,-,-,-,-,-,-,40.67,-,-,-,-,18.04,9.34,-,-
2017-11-16,-,13.8,-,-,-,-,21.85,26.48,-,-,-,-,-,-,39.67,-,-,-,-,14.16,9.78,-,-
2017-11-17,-,13.6,-,-,-,-,23.03,26.32,-,-,-,-,-,-,40.67,-,-,-,-,13.3,10.7,-,-
2017-11-18,-,13.6,-,-,-,-,22.03,26.72,-,-,-,-,-,-,41.33,-,-,-,-,10.91,15.02,-,-
2017-11-19,-,13.4,-,-,-,-,21.8,22.75,-,-,-,-,-,-,39,-,-,-,-,10.86,19.81,-,-
2017-11-20,-,12.5,-,-,-,-,23.17,27.67,-,-,-,-,-,-,42,-,-,-,-,-,-,-,-
2017-11-21,-,11.8,-,-,-,-,21.4,25.3,-,-,-,-,-,-,36.67,-,-,-,-,13.2,20.98,-,-
2017-11-22,-,13.2,-,-,-,-,22.58,24.68,-,-,-,-,-,-,34.67,-,-,-,-,14.17,18.54,-,-
2017-11-23,-,13.4,-,-,-,-,20.28,23.46,-,-,-,-,-,-,33.67,-,-,-,-,17.17,17.58,-,-
2017-11-24,-,14.2,-,-,-,-,22.17,24.66,-,-,-,-,-,-,34.53,-,-,-,-,16.02,16.82,-,-
2017-11-25,-,15,-,-,-,-,20.7,23,-,-,-,-,-,-,32.67,-,-,-,-,15.95,20.08,-,-
2017-11-26,-,15.8,-,-,-,-,22.33,20.08,-,-,-,-,-,-,32.33,-,-,-,-,16.26,24.37,-,-
2017-11-27,-,16,-,-,-,-,22,24.33,-,-,-,-,-,-,36,-,-,-,-,-,-,-,-
2017-11-28,-,18,-,-,-,-,21.88,23.26,-,-,-,-,-,-,33.9,-,-,-,-,12.5,21.95,-,-
2017-11-29,-,18.4,-,-,-,-,22.88,23.44,-,-,-,-,-,-,33,-,-,-,-,10.83,17.08,-,-
2017-11-30,-,18.8,-,-,-,-,23.78,22.66,-,-,-,-,-,-,32.17,-,-,-,-,9.13,12.56,-,-
2017-12-01,-,19.6,-,-,-,-,22.58,23.8,84,-,-,-,-,-,32,-,-,-,-,8.65,11.82,-,-
2017-12-02,-,19.8,-,-,-,-,23.13,23.2,96.33,-,-,-,-,-,29.67,-,-,-,-,8.17,12.64,-,-
2017-12-03,-,19.8,-,-,-,-,21.54,20.5,109.33,-,-,-,-,-,28.33,-,-,-,-,11,13.23,-,-
2017-12-04,-,-,-,-,-,-,22.88,21.33,-,-,-,-,-,-,30,-,-,-,-,-,-,-,-
2017-12-05,-,20,-,-,-,-,22.26,20.4,93.33,-,-,-,-,-,29.33,-,-,-,-,12.18,12.87,-,-
2017-12-06,-,21.8,-,-,-,-,21.84,19.4,91.67,-,-,-,-,-,28.33,-,-,-,-,10.5,13.83,-,-
2017-12-07,-,22.2,-,-,-,-,21.26,19.2,86.67,-,-,-,-,-,26.83,-,-,-,-,15.54,14.42,-,-
2017-12-08,-,22,-,-,-,-,20.9,18.6,94.33,-,-,-,-,-,24.83,-,-,-,-,12.8,16.17,-,-
2017-12-09,-,22,-,-,-,-,20.84,20.1,96.67,-,-,-,-,-,26.67,-,-,-,-,15.6,17.04,-,-
2017-12-10,-,22,-,-,-,-,21.84,20.2,90,-,-,-,-,-,28.67,-,-,-,-,16.24,19.2,-,-
2017-12-11,-,-,-,-,-,-,22,22,-,-,-,-,-,-,34,-,-,-,-,-,-,-,-
2017-12-12,-,22,-,-,-,-,21.22,20.3,86,-,-,-,-,-,28.67,-,-,-,-,15.25,20.43,-,-
2017-12-13,-,22,-,-,-,-,20.96,20,80.67,-,-,-,-,-,28.33,-,-,-,-,17.27,18.37,-,-
2017-12-14,-,22.8,-,-,-,-,21.78,21.2,71,-,-,-,-,-,28.67,-,-,-,-,18.88,17.85,-,-
2017-12-15,-,23.4,-,-,-,-,21.7,21.7,82.4,-,-,-,-,-,29.67,-,-,-,-,17.9,18.07,-,-
2017-12-16,-,23.8,-,-,-,-,22.62,21,82.33,-,-,-,-,-,27.33,-,-,-,-,18.33,17.11,-,-
2017-12-17,-,23.8,-,-,-,-,22.64,21.25,82.94,-,-,-,-,-,27,-,-,-,-,22.48,18.83,-,-
2017-12-18,-,-,-,-,-,-,23.17,23,-,-,-,-,-,-,30,-,-,-,-,-,-,-,-
2017-12-19,-,25.2,-,-,-,-,22.54,19.75,83.67,-,-,-,-,-,27,-,-,-,-,24.76,22.65,-,-
2017-12-20,-,24.6,-,-,-,-,21.94,19.25,77.67,-,-,-,-,-,26.67,-,-,-,-,23.52,22.15,-,-
2017-12-21,-,24.6,-,-,-,-,22.14,19.88,84.33,-,-,-,-,-,27.67,-,-,-,-,26,24.83,-,-
2017-12-22,-,26,-,-,-,-,21.8,19.25,85,-,-,-,-,-,26.83,-,-,-,-,26.5,24.73,-,-
2017-12-23,-,26.4,-,-,-,-,22.24,19,78.23,-,-,-,-,-,26.83,-,-,-,-,25.5,25.53,-,-
2017-12-24,-,26.6,-,-,-,-,22.02,19.28,77.13,-,-,-,-,-,25.83,-,-,-,-,21,20.27,-,-
2017-12-25,-,-,-,-,-,-,21.83,22,-,-,-,-,-,-,26,-,-,-,-,-,-,-,-
2017-12-26,-,27.2,-,-,-,-,21.1,19.13,79.67,-,-,-,-,-,25.33,-,-,-,-,21,22.17,-,-
2017-12-27,-,27.8,-,-,-,-,20.94,18.75,73.33,-,-,-,-,-,25,-,-,-,-,21.24,22.22,-,-
2017-12-28,-,28.8,-,-,-,-,20.88,17.75,75.67,-,-,-,-,-,24,-,-,-,-,19.19,18.8,-,-
2017-12-29,-,28.8,-,-,-,-,20.66,18,66.33,-,-,-,-,-,24.33,-,-,-,-,16.5,15.65,-,-
2017-12-30,-,28.8,-,-,-,-,19.88,18,55.67,-,-,-,-,-,23.33,-,-,-,-,18.72,12.2,-,-
2017-12-31,-,27.6,-,-,-,-,20.66,19,51.33,-,-,-,-,-,23,-,-,-,-,15.04,11.05,-,-
2018-01-01,-,-,-,-,-,-,22.17,-,-,-,-,-,-,-,24,-,-,-,-,-,-,-,-
2018-01-02,-,24.6,-,-,-,-,22.17,-,61.67,53.5,-,-,-,-,23.67,-,-,26,-,15.47,10.35,-,-
2018-01-03,-,25.4,-,-,-,-,21.83,-,59,49.5,-,-,-,-,24.67,-,-,25,-,13.05,9.11,-,-
2018-01-04,-,24.6,-,-,-,-,21.67,-,53.67,43.38,-,-,-,-,23.67,-,-,28,-,15.73,7.82,-,-
2018-01-05,-,24.2,-,-,-,-,21.33,-,53,46.25,-,-,-,-,24,-,-,22,-,14.6,9.42,-,-
2018-01-06,-,24.2,-,-,-,-,22,-,51.33,44.25,-,-,-,-,24.5,-,-,22.5,-,15.88,12.61,-,-
2018-01-07,-,23.8,-,-,-,-,22.33,-,46.67,40.38,-,-,-,-,23,-,-,26.5,-,14.8,10.87,-,-
2018-01-08,-,-,-,-,-,-,23,-,-,-,-,-,-,-,19,-,-,-,-,-,-,-,-
2018-01-09,-,25.2,-,-,-,-,20.67,-,46.25,36.5,-,-,-,-,21.5,-,-,24,-,16.32,11.11,-,-
2018-01-10,-,26,-,-,-,-,21.5,-,42.5,35,-,-,-,-,21.67,-,-,27,-,19.46,18.14,-,-
2018-01-11,-,27.2,-,-,-,-,22.33,-,55,36.75,-,-,-,-,27.67,-,-,26,-,14.92,13.1,-,-
2018-01-12,-,27.6,-,-,-,-,20.67,-,58.5,37.63,-,-,-,-,30.17,-,-,23,-,12.76,8.03,-,-
2018-01-13,-,28.4,-,-,-,-,21,-,59,37.88,-,-,-,-,27.83,-,-,27,-,10.27,8.14,-,-
2018-01-14,-,29.2,-,-,-,-,21.33,-,54,35.38,-,-,-,-,28,-,-,27,-,8.44,9.57,-,-
2018-01-15,-,-,-,-,-,-,23,-,-,-,-,-,-,-,22,-,-,-,-,-,-,-,-
2018-01-16,-,32,-,-,-,-,21,-,57.5,40.75,-,-,-,-,30.33,-,-,25,-,8.94,9.62,-,-
2018-01-17,-,32,-,-,-,-,21,-,56.67,41,-,-,-,-,33,-,-,23,-,8.99,10.03,-,-
2018-01-18,-,32.2,-,-,-,-,21.33,-,54,43.75,-,-,-,-,34,-,-,22,-,9.04,8.98,-,-
2018-01-19,-,34.4,-,-,-,-,21.67,-,48.67,42.5,-,-,-,-,33,-,-,16.5,-,8.23,7.77,-,-
2018-01-20,-,36.2,-,-,-,-,21.67,-,47,44.5,-,-,-,-,33.17,-,-,17.8,-,8.6,6.31,-,-
2018-01-21,-,36.4,-,-,-,-,21.33,-,47.5,47.75,-,-,-,-,32.33,-,-,19,-,8.19,5.7,-,-
2018-01-22,-,-,-,-,-,-,21.33,-,60,-,-,-,-,-,30,-,-,-,-,-,-,-,-
2018-01-23,-,37.4,-,-,-,-,21.33,-,59.33,49.25,-,-,-,-,33.33,-,-,24,-,6.61,7.43,-,-
2018-01-24,-,38.8,-,-,-,-,21,-,45.5,44.25,-,-,-,-,33,-,-,24,-,6.12,7.23,-,-
2018-01-25,-,37,-,-,-,-,20.23,-,51,42.38,-,-,-,-,31.33,-,-,23.25,-,5.7,6.5,-,-
2018-01-26,-,36.4,-,-,-,-,19.83,-,59,42,-,-,-,-,30.17,-,-,22.5,-,5.5,6.27,-,-
2018-01-27,-,35.2,-,-,-,-,19.33,-,73,42.5,-,-,-,-,29.67,-,-,22.5,-,6.27,5.94,-,-
2018-01-28,-,35.2,-,-,-,-,19,-,68.67,45,-,-,-,-,29.33,-,-,24,-,7.98,5.92,-,-
2018-01-29,-,-,-,-,-,-,21,-,-,45,-,-,-,-,27,-,-,-,-,-,-,-,-
2018-01-30,-,32.6,-,-,-,-,18.33,-,72,50.25,-,-,-,-,28.67,-,-,23.25,-,10.45,7.53,-,-
2018-01-31,-,32.2,-,-,-,-,18,-,71.67,47.25,-,-,-,-,29.33,-,-,22.25,-,12,7.47,-,-
2018-02-01,-,30.8,-,-,-,-,-,-,70.33,48,-,-,-,-,29.83,-,-,22.5,-,12.29,7.46,-,-
2018-02-02,-,31.2,-,-,-,-,-,-,74,50.25,-,-,-,-,30.67,-,-,23.85,-,12.59,8.9,-,-
2018-02-03,-,30.8,-,-,-,-,-,-,68.5,48.5,-,-,-,-,28.5,-,-,22,-,11.18,8.81,-,-
2018-02-04,-,30.8,-,-,-,-,-,-,66.5,45,-,-,-,-,26,-,-,21,-,9.31,6.36,-,-
2018-02-05,-,31,-,-,-,-,-,-,-,-,-,-,-,-,21,-,-,-,-,-,-,-,-
2018-02-06,-,28.6,-,-,-,-,-,-,74.67,48.5,-,-,-,-,27.17,-,-,22,-,8.75,9.43,-,-
2018-02-07,-,29.6,-,-,-,-,-,-,66.67,49.75,-,-,-,-,30.17,-,-,23.5,-,12.64,13.22,-,-
2018-02-08,-,28.8,-,-,-,-,-,-,60.33,50,-,-,-,-,27,-,-,22.5,-,13.18,12.99,-,-
2018-02-09,-,28.6,-,-,-,-,-,-,67.33,55.25,-,-,-,-,27.33,-,-,24,-,16.23,15.66,-,-
2018-02-10,-,28,-,-,-,-,-,-,76,59.75,-,-,-,-,29,-,-,26,-,13.88,15.09,-,-
2018-02-11,-,28,-,-,-,-,-,-,72,59.25,-,-,-,-,30,-,-,33.75,-,13.4,14.61,-,-
2018-02-12,-,-,-,-,-,-,-,-,75,67.5,-,-,-,-,30.33,-,-,37.25,-,13.56,14.84,-,-
2018-02-13,-,28,-,-,-,-,-,-,73.67,67.75,-,-,-,-,28,-,-,38.3,-,11.25,10.28,-,-
2018-02-14,-,28,-,-,-,-,-,-,76,76,-,-,-,-,25.17,-,-,34,-,8.83,8.59,-,-
2018-02-15,-,28,-,-,-,-,-,-,65,75.75,-,-,-,-,20.67,-,-,27.5,-,13.78,9.43,-,-
2018-02-16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22,-,-,-,-,-,-,-,-
2018-02-17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22,-,-,-,-,-,-,-,-
2018-02-18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22,-,-,-,-,-,-,-,-
2018-02-19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22,-,-,-,-,-,-,-,-
2018-02-20,-,30,-,-,-,-,-,-,-,-,-,-,-,-,22,-,-,-,-,-,-,-,-
2018-02-21,-,28.2,-,-,-,-,-,-,60.5,60,-,-,-,-,20.33,-,-,18,-,10.92,8.5,-,-
2018-02-22,-,28,-,-,-,-,-,-,56,57.5,-,-,-,-,16.33,-,-,21.5,-,11.27,7.52,-,-
2018-02-23,-,28.4,-,-,-,-,-,-,62.67,60,-,-,-,-,18,-,-,22,-,13.99,10.39,-,-
2018-02-24,-,28.4,-,-,-,-,-,-,-,-,-,-,-,-,18,-,-,-,-,-,-,-,-
2018-02-25,-,28.4,-,-,-,-,-,-,-,-,-,-,-,-,18,-,-,-,-,-,-,-,-
2018-02-26,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,-,-,-,-,-,-,-,-
2018-02-27,-,29.2,-,-,-,-,-,-,67.33,59.5,-,-,-,-,20.5,-,-,23.5,-,8.41,10.99,-,-
2018-02-28,-,29.4,-,-,-,-,-,-,65,54,-,-,-,-,19.17,-,-,21,-,7.09,7.2,-,-
2018-03-01,13,29.6,-,93,-,-,-,-,67.33,-,-,-,-,-,18,-,-,-,-,-,-,-,-
2018-03-02,13,28.6,-,93,-,-,-,-,65,-,-,-,-,-,19.67,-,-,-,-,-,-,-,-
2018-03-03,13,28.6,-,93,-,-,-,-,68.33,-,-,-,-,-,21,-,-,-,-,-,-,-,-
2018-03-04,13,29,-,93,-,-,-,-,65.33,-,-,-,-,-,22.33,-,-,-,-,-,-,-,-
2018-03-05,13,34,-,93,-,-,-,-,-,-,-,-,-,-,18,-,-,-,-,-,-,-,-
2018-03-06,13,29.8,-,105,-,-,-,-,-,-,-,-,-,-,15,-,-,-,-,-,-,-,-
2018-03-07,13,29.8,-,105,-,-,-,-,-,-,-,-,-,-,15,-,-,-,-,-,-,-,-
2018-03-08,13,29.8,-,105,-,-,-,-,61.33,-,-,-,-,-,20.33,-,-,-,-,-,-,-,-
2018-03-09,13,29.8,-,90,-,-,-,-,60.33,-,-,-,-,-,20.17,-,-,-,-,-,-,-,-
2018-03-10,10,28.6,-,95,-,-,-,-,63.67,-,-,-,-,-,24,-,-,-,-,-,-,-,-
2018-03-11,10,27.8,-,100,-,-,-,-,64.67,-,-,-,-,-,27,-,-,-,-,-,-,-,-
2018-03-12,10,32,-,105,-,-,-,-,-,-,-,-,-,-,19,-,-,-,-,-,-,-,-
2018-03-13,10,24,-,105,-,-,-,-,62,-,-,-,-,-,31.33,-,-,-,-,-,-,-,-
2018-03-14,10,22.4,-,105,-,-,-,-,59,-,-,-,-,-,33.33,-,-,-,-,-,-,-,-
2018-03-15,8,22,-,105,-,-,-,-,54.33,-,-,-,-,-,33.33,-,-,-,-,-,-,-,-
2018-03-16,8,20.4,-,105,-,-,-,-,60.67,-,-,-,-,-,34.67,-,-,-,-,-,-,-,-
2018-03-17,8,19.6,-,79.5,-,-,-,-,55.5,-,-,-,-,-,37.33,-,-,-,-,-,-,-,-
2018-03-18,8,19.6,-,79.5,-,-,-,-,57,-,-,-,-,-,38.33,-,-,-,-,-,-,-,-
2018-03-19,8,22,-,73,-,-,-,-,-,-,-,-,-,-,38,-,-,-,-,-,-,-,-
2018-03-20,8,19.2,-,73,-,-,-,-,52,-,-,-,-,-,34.33,-,-,-,-,-,-,-,-
2018-03-21,8,19,-,73,-,-,-,-,52.67,-,-,-,-,-,37.83,-,-,-,-,-,-,-,-
2018-03-22,8,19.6,-,73,-,-,-,-,53.67,-,-,-,-,-,36,-,-,-,-,-,-,-,-
2018-03-23,8.65,19.6,-,73,-,-,-,-,54.33,-,-,-,-,-,37.67,-,-,-,-,-,-,-,-
2018-03-24,8,19.4,-,51,-,-,-,-,49,-,-,-,-,-,37.67,-,-,-,-,-,-,-,-
2018-03-25,8,19.4,-,48,-,-,-,-,49.67,-,-,-,-,-,38,-,-,-,-,-,-,-,-
2018-03-26,8,21,-,47.33,-,-,-,-,-,-,-,-,-,-,33,-,-,-,-,-,-,-,-
2018-03-27,8,18.6,-,48,-,-,-,-,48.33,-,-,-,-,-,38.33,-,-,-,-,-,-,-,-
2018-03-28,8,18.6,-,48.01,-,-,-,-,47,-,-,-,-,-,38.33,-,-,-,-,-,-,-,-
2018-03-29,7.85,18.4,-,47.37,-,-,-,-,53.5,-,-,-,-,-,38.5,-,-,-,-,-,-,-,-
2018-03-30,7.85,19.2,-,47.37,-,-,-,-,49.33,-,-,-,-,-,40.5,-,-,-,-,-,-,-,-
2018-03-31,7.85,19.6,-,47.37,-,-,-,-,50,-,-,-,-,-,38.67,-,-,-,-,-,-,-,-
2018-04-01,8.07,19.6,28.4,47.37,30,-,-,-,-,-,-,-,-,-,35.5,-,-,-,-,-,-,-,-
2018-04-02,8.07,19.33,22.84,48.12,30,-,-,-,-,-,-,-,-,-,33,-,-,-,-,-,-,-,-
2018-04-03,8.5,19.6,27.17,47.35,32.5,-,-,-,-,-,-,-,-,-,37,-,-,-,-,-,-,-,-
2018-04-04,8.5,18.4,28.94,49.26,-,-,-,-,-,-,-,-,-,-,38.33,-,-,-,-,-,-,-,-
2018-04-05,8.5,18.5,28.5,49.26,-,-,-,-,-,-,-,-,-,-,31,-,-,-,-,-,-,-,-
2018-04-06,8.5,18.2,23.33,49.58,32.5,-,-,-,-,-,-,-,-,-,31,-,-,-,-,-,-,-,-
2018-04-07,8.5,17.6,29.55,49.58,32.5,-,-,-,-,-,-,-,-,-,36.33,-,-,-,-,-,-,-,-
2018-04-08,8.5,17.6,30.4,49.91,32.5,-,-,-,-,-,-,-,-,-,34.67,-,-,-,-,-,-,-,-
2018-04-09,8.5,22,23.33,50.21,32.33,-,-,-,-,-,-,-,-,-,28,-,-,-,-,-,-,-,-
2018-04-10,8.5,15,28.28,50.21,29.25,-,-,-,-,-,-,-,-,-,33.67,-,-,-,-,-,-,-,-
2018-04-11,8.5,15,28.28,50.21,29.25,-,-,-,-,-,-,-,-,-,32.33,-,-,-,-,-,-,-,-
2018-04-12,8.5,12.8,28.61,50.33,26.75,-,-,-,-,-,-,-,-,-,33.67,-,-,-,-,-,-,-,-
2018-04-13,8.5,12.8,28.22,50.53,26.75,-,-,-,-,-,-,-,-,-,35.5,-,-,-,-,-,-,-,-
2018-04-14,8.5,11.6,27.44,50.53,25.5,-,-,-,-,-,-,-,-,-,36.33,-,-,-,-,-,-,-,-
2018-04-15,8.5,11.4,28,50.53,24.33,-,-,-,-,-,-,-,-,-,36.33,-,-,-,-,-,-,-,-
2018-04-16,8.5,-,23.33,50.53,24.75,-,-,-,-,-,-,-,-,-,30,-,-,-,-,-,-,-,-
2018-04-17,8.5,11.4,26.61,50.33,23.25,-,-,-,-,-,-,-,-,-,35.33,-,-,-,-,-,-,-,-
2018-04-18,8.5,10.8,25.94,50.33,23.5,-,-,-,-,-,-,-,-,-,35.67,-,-,-,-,-,-,-,-
2018-04-19,8.5,10,25.94,50.33,22.75,-,-,-,-,-,-,-,-,-,36.67,-,-,-,-,-,-,-,-
2018-04-20,8.5,10.8,26.28,50.08,23.25,-,-,-,-,-,-,-,-,-,39.67,-,-,-,-,-,-,-,-
2018-04-21,8.5,9.2,26.44,49.76,21,-,-,-,-,-,-,-,-,-,42,-,-,-,-,-,-,-,-
2018-04-22,8.5,9.2,27.2,49.76,20,-,-,-,-,-,-,-,-,-,42,-,-,-,-,-,-,-,-
2018-04-23,8.5,12,23.33,49.26,19.33,-,-,-,-,-,-,-,-,-,37,-,-,-,-,-,-,-,-
2018-04-24,8.5,9.2,25.33,49.26,18.67,-,-,-,-,-,-,-,-,-,42.67,-,-,-,-,-,-,-,-
2018-04-25,8.5,8.8,23.89,49.26,18.67,-,-,-,-,-,-,-,-,-,42,-,-,-,-,-,-,-,-
2018-04-26,8.5,8.8,23.56,49.26,18.67,-,-,-,-,-,-,-,-,-,45.33,-,-,-,-,-,-,-,-
2018-04-27,8.5,9,22.78,49.88,18.67,-,-,-,-,-,-,-,-,-,45.67,-,-,-,-,-,-,-,-
2018-04-28,8.5,8.6,21.94,51.38,19,-,-,-,-,-,-,-,-,-,46.67,-,-,-,-,-,-,-,-
2018-04-29,8.5,8.4,22.6,51.38,19,-,-,-,-,-,-,-,-,-,46.67,-,-,-,-,-,-,-,-
2018-04-30,8.5,10,18.5,51.38,19,-,-,-,-,-,-,-,-,-,40,-,-,-,-,-,-,-,-
2018-05-01,8.5,8.6,21.33,51.38,19,-,-,-,-,-,-,-,-,-,46.67,-,-,-,-,-,-,-,-
